LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
DEU,INCOMEINEQ,GINI,INEQ,A,2012,0.289,
DEU,INCOMEINEQ,GINI,INEQ,A,2013,0.292,
GRC,INCOMEINEQ,P50P10,RT,A,2004,2.2,
GRC,INCOMEINEQ,P50P10,RT,A,2005,2.2,
GRC,INCOMEINEQ,P50P10,RT,A,2006,2.2,
GRC,INCOMEINEQ,P50P10,RT,A,2007,2.2,
GRC,INCOMEINEQ,P50P10,RT,A,2008,2.2,
GRC,INCOMEINEQ,P50P10,RT,A,2009,2.2,
GRC,INCOMEINEQ,P50P10,RT,A,2010,2.3,
GRC,INCOMEINEQ,P50P10,RT,A,2011,2.5,
GRC,INCOMEINEQ,P50P10,RT,A,2012,2.5,
GRC,INCOMEINEQ,P50P10,RT,A,2013,2.5,
GRC,INCOMEINEQ,P90P10,RT,A,2004,4.5,
GRC,INCOMEINEQ,P90P10,RT,A,2005,4.8,
GRC,INCOMEINEQ,P90P10,RT,A,2006,4.6,
GRC,INCOMEINEQ,P90P10,RT,A,2007,4.4,
GRC,INCOMEINEQ,P90P10,RT,A,2008,4.4,
GRC,INCOMEINEQ,P90P10,RT,A,2009,4.3,
GRC,INCOMEINEQ,P90P10,RT,A,2010,4.6,
GRC,INCOMEINEQ,P90P10,RT,A,2011,4.8,
GRC,INCOMEINEQ,P90P10,RT,A,2012,4.9,
GRC,INCOMEINEQ,P90P10,RT,A,2013,5.1,
GRC,INCOMEINEQ,P90P50,RT,A,2004,2.1,
GRC,INCOMEINEQ,P90P50,RT,A,2005,2.1,
GRC,INCOMEINEQ,P90P50,RT,A,2006,2.1,
GRC,INCOMEINEQ,P90P50,RT,A,2007,2,
GRC,INCOMEINEQ,P90P50,RT,A,2008,2,
GRC,INCOMEINEQ,P90P50,RT,A,2009,2,
GRC,INCOMEINEQ,P90P50,RT,A,2010,2,
GRC,INCOMEINEQ,P90P50,RT,A,2011,2,
GRC,INCOMEINEQ,P90P50,RT,A,2012,1.9,
GRC,INCOMEINEQ,P90P50,RT,A,2013,2.1,
GRC,INCOMEINEQ,S90S10,RT,A,2004,9.6,
GRC,INCOMEINEQ,S90S10,RT,A,2005,10,
GRC,INCOMEINEQ,S90S10,RT,A,2006,10.1,
GRC,INCOMEINEQ,S90S10,RT,A,2007,9.6,
GRC,INCOMEINEQ,S90S10,RT,A,2008,9.4,
GRC,INCOMEINEQ,S90S10,RT,A,2009,9.6,
GRC,INCOMEINEQ,S90S10,RT,A,2010,10.8,
GRC,INCOMEINEQ,S90S10,RT,A,2011,12.2,
GRC,INCOMEINEQ,S90S10,RT,A,2012,12.2,
GRC,INCOMEINEQ,S90S10,RT,A,2013,11.4,
GRC,INCOMEINEQ,GINI,INEQ,A,2004,0.333,
GRC,INCOMEINEQ,GINI,INEQ,A,2005,0.346,
GRC,INCOMEINEQ,GINI,INEQ,A,2006,0.339,
GRC,INCOMEINEQ,GINI,INEQ,A,2007,0.33,
GRC,INCOMEINEQ,GINI,INEQ,A,2008,0.329,
GRC,INCOMEINEQ,GINI,INEQ,A,2009,0.331,
GRC,INCOMEINEQ,GINI,INEQ,A,2010,0.337,
GRC,INCOMEINEQ,GINI,INEQ,A,2011,0.335,
GRC,INCOMEINEQ,GINI,INEQ,A,2012,0.34,
GRC,INCOMEINEQ,GINI,INEQ,A,2013,0.343,
HUN,INCOMEINEQ,P50P10,RT,A,2012,2,
HUN,INCOMEINEQ,P50P10,RT,A,2014,2,
HUN,INCOMEINEQ,P90P10,RT,A,2012,3.8,
HUN,INCOMEINEQ,P90P10,RT,A,2014,3.6,
HUN,INCOMEINEQ,P90P50,RT,A,2012,1.8,
HUN,INCOMEINEQ,P90P50,RT,A,2014,1.8,
HUN,INCOMEINEQ,S90S10,RT,A,2012,7.3,
HUN,INCOMEINEQ,S90S10,RT,A,2014,7.2,
HUN,INCOMEINEQ,GINI,INEQ,A,2012,0.289,
HUN,INCOMEINEQ,GINI,INEQ,A,2014,0.288,
ISL,INCOMEINEQ,P50P10,RT,A,2004,1.7,
ISL,INCOMEINEQ,P50P10,RT,A,2005,1.8,
ISL,INCOMEINEQ,P50P10,RT,A,2006,1.8,
ISL,INCOMEINEQ,P50P10,RT,A,2007,1.8,
ISL,INCOMEINEQ,P50P10,RT,A,2008,1.8,
ISL,INCOMEINEQ,P50P10,RT,A,2009,1.8,
ISL,INCOMEINEQ,P50P10,RT,A,2010,1.7,
ISL,INCOMEINEQ,P50P10,RT,A,2011,1.7,
ISL,INCOMEINEQ,P50P10,RT,A,2012,1.7,
ISL,INCOMEINEQ,P50P10,RT,A,2013,1.7,
ISL,INCOMEINEQ,P90P10,RT,A,2004,2.9,
ISL,INCOMEINEQ,P90P10,RT,A,2005,3,
ISL,INCOMEINEQ,P90P10,RT,A,2006,3.2,
ISL,INCOMEINEQ,P90P10,RT,A,2007,3.3,
ISL,INCOMEINEQ,P90P10,RT,A,2008,3.3,
ISL,INCOMEINEQ,P90P10,RT,A,2009,3.1,
ISL,INCOMEINEQ,P90P10,RT,A,2010,2.9,
ISL,INCOMEINEQ,P90P10,RT,A,2011,2.9,
ISL,INCOMEINEQ,P90P10,RT,A,2012,3,
ISL,INCOMEINEQ,P90P10,RT,A,2013,2.9,
ISL,INCOMEINEQ,P90P50,RT,A,2004,1.7,
ISL,INCOMEINEQ,P90P50,RT,A,2005,1.7,
ISL,INCOMEINEQ,P90P50,RT,A,2006,1.8,
ISL,INCOMEINEQ,P90P50,RT,A,2007,1.8,
ISL,INCOMEINEQ,P90P50,RT,A,2008,1.9,
ISL,INCOMEINEQ,P90P50,RT,A,2009,1.8,
ISL,INCOMEINEQ,P90P50,RT,A,2010,1.6,
ISL,INCOMEINEQ,P90P50,RT,A,2011,1.7,
ISL,INCOMEINEQ,P90P50,RT,A,2012,1.7,
ISL,INCOMEINEQ,P90P50,RT,A,2013,1.7,
ISL,INCOMEINEQ,S90S10,RT,A,2004,5.8,
ISL,INCOMEINEQ,S90S10,RT,A,2005,6.3,
ISL,INCOMEINEQ,S90S10,RT,A,2006,6.7,
ISL,INCOMEINEQ,S90S10,RT,A,2007,6.6,
ISL,INCOMEINEQ,S90S10,RT,A,2008,7.5,
ISL,INCOMEINEQ,S90S10,RT,A,2009,6.2,
ISL,INCOMEINEQ,S90S10,RT,A,2010,5.7,
ISL,INCOMEINEQ,S90S10,RT,A,2011,5.6,
ISL,INCOMEINEQ,S90S10,RT,A,2012,5.5,
ISL,INCOMEINEQ,S90S10,RT,A,2013,5,
ISL,INCOMEINEQ,GINI,INEQ,A,2004,0.261,
ISL,INCOMEINEQ,GINI,INEQ,A,2005,0.273,
ISL,INCOMEINEQ,GINI,INEQ,A,2006,0.292,
ISL,INCOMEINEQ,GINI,INEQ,A,2007,0.289,
ISL,INCOMEINEQ,GINI,INEQ,A,2008,0.309,
ISL,INCOMEINEQ,GINI,INEQ,A,2009,0.27,
ISL,INCOMEINEQ,GINI,INEQ,A,2010,0.253,
ISL,INCOMEINEQ,GINI,INEQ,A,2011,0.256,
ISL,INCOMEINEQ,GINI,INEQ,A,2012,0.256,
ISL,INCOMEINEQ,GINI,INEQ,A,2013,0.244,
IRL,INCOMEINEQ,P50P10,RT,A,2004,2.2,
IRL,INCOMEINEQ,P50P10,RT,A,2005,2.1,
IRL,INCOMEINEQ,P50P10,RT,A,2006,2.1,
IRL,INCOMEINEQ,P50P10,RT,A,2007,2,
IRL,INCOMEINEQ,P50P10,RT,A,2008,2,
IRL,INCOMEINEQ,P50P10,RT,A,2009,1.9,
IRL,INCOMEINEQ,P50P10,RT,A,2010,2,
IRL,INCOMEINEQ,P50P10,RT,A,2011,2,
IRL,INCOMEINEQ,P50P10,RT,A,2012,1.9,
IRL,INCOMEINEQ,P50P10,RT,A,2013,1.9,
IRL,INCOMEINEQ,P90P10,RT,A,2004,4.2,
IRL,INCOMEINEQ,P90P10,RT,A,2005,4,
IRL,INCOMEINEQ,P90P10,RT,A,2006,4,
IRL,INCOMEINEQ,P90P10,RT,A,2007,3.8,
IRL,INCOMEINEQ,P90P10,RT,A,2008,3.8,
IRL,INCOMEINEQ,P90P10,RT,A,2009,3.9,
IRL,INCOMEINEQ,P90P10,RT,A,2010,3.8,
IRL,INCOMEINEQ,P90P10,RT,A,2011,3.8,
IRL,INCOMEINEQ,P90P10,RT,A,2012,3.8,
IRL,INCOMEINEQ,P90P10,RT,A,2013,3.8,
IRL,INCOMEINEQ,P90P50,RT,A,2004,1.9,
IRL,INCOMEINEQ,P90P50,RT,A,2005,2,
IRL,INCOMEINEQ,P90P50,RT,A,2006,1.9,
IRL,INCOMEINEQ,P90P50,RT,A,2007,1.9,
IRL,INCOMEINEQ,P90P50,RT,A,2008,1.9,
IRL,INCOMEINEQ,P90P50,RT,A,2009,2,
IRL,INCOMEINEQ,P90P50,RT,A,2010,1.9,
IRL,INCOMEINEQ,P90P50,RT,A,2011,1.9,
IRL,INCOMEINEQ,P90P50,RT,A,2012,2,
IRL,INCOMEINEQ,P90P50,RT,A,2013,2,
IRL,INCOMEINEQ,S90S10,RT,A,2004,7.9,
IRL,INCOMEINEQ,S90S10,RT,A,2005,7.7,
IRL,INCOMEINEQ,S90S10,RT,A,2006,7.6,
IRL,INCOMEINEQ,S90S10,RT,A,2007,7,
IRL,INCOMEINEQ,S90S10,RT,A,2008,6.6,
IRL,INCOMEINEQ,S90S10,RT,A,2009,7.9,
IRL,INCOMEINEQ,S90S10,RT,A,2010,7.5,
IRL,INCOMEINEQ,S90S10,RT,A,2011,7.6,
IRL,INCOMEINEQ,S90S10,RT,A,2012,7.4,
IRL,INCOMEINEQ,S90S10,RT,A,2013,7.8,
IRL,INCOMEINEQ,GINI,INEQ,A,2004,0.324,
IRL,INCOMEINEQ,GINI,INEQ,A,2005,0.324,
IRL,INCOMEINEQ,GINI,INEQ,A,2006,0.318,
IRL,INCOMEINEQ,GINI,INEQ,A,2007,0.305,
IRL,INCOMEINEQ,GINI,INEQ,A,2008,0.296,
IRL,INCOMEINEQ,GINI,INEQ,A,2009,0.314,
IRL,INCOMEINEQ,GINI,INEQ,A,2010,0.3,
IRL,INCOMEINEQ,GINI,INEQ,A,2011,0.302,
IRL,INCOMEINEQ,GINI,INEQ,A,2012,0.304,
IRL,INCOMEINEQ,GINI,INEQ,A,2013,0.309,
ITA,INCOMEINEQ,P50P10,RT,A,2004,2.2,
ITA,INCOMEINEQ,P50P10,RT,A,2005,2.2,
ITA,INCOMEINEQ,P50P10,RT,A,2006,2.2,
ITA,INCOMEINEQ,P50P10,RT,A,2007,2.1,
ITA,INCOMEINEQ,P50P10,RT,A,2008,2.1,
ITA,INCOMEINEQ,P50P10,RT,A,2009,2.2,
ITA,INCOMEINEQ,P50P10,RT,A,2010,2.3,
ITA,INCOMEINEQ,P50P10,RT,A,2011,2.2,
ITA,INCOMEINEQ,P50P10,RT,A,2012,2.3,
ITA,INCOMEINEQ,P50P10,RT,A,2013,2.3,
ITA,INCOMEINEQ,P90P10,RT,A,2004,4.3,
ITA,INCOMEINEQ,P90P10,RT,A,2005,4.4,
ITA,INCOMEINEQ,P90P10,RT,A,2006,4.3,
ITA,INCOMEINEQ,P90P10,RT,A,2007,4.1,
ITA,INCOMEINEQ,P90P10,RT,A,2008,4.2,
ITA,INCOMEINEQ,P90P10,RT,A,2009,4.2,
ITA,INCOMEINEQ,P90P10,RT,A,2010,4.4,
ITA,INCOMEINEQ,P90P10,RT,A,2011,4.3,
ITA,INCOMEINEQ,P90P10,RT,A,2012,4.4,
ITA,INCOMEINEQ,P90P10,RT,A,2013,4.5,
ITA,INCOMEINEQ,P90P50,RT,A,2004,2,
ITA,INCOMEINEQ,P90P50,RT,A,2005,2,
ITA,INCOMEINEQ,P90P50,RT,A,2006,2,
ITA,INCOMEINEQ,P90P50,RT,A,2007,1.9,
ITA,INCOMEINEQ,P90P50,RT,A,2008,2,
ITA,INCOMEINEQ,P90P50,RT,A,2009,1.9,
ITA,INCOMEINEQ,P90P50,RT,A,2010,1.9,
ITA,INCOMEINEQ,P90P50,RT,A,2011,2,
ITA,INCOMEINEQ,P90P50,RT,A,2012,2,
ITA,INCOMEINEQ,P90P50,RT,A,2013,1.9,
ITA,INCOMEINEQ,S90S10,RT,A,2004,10,
ITA,INCOMEINEQ,S90S10,RT,A,2005,9.6,
ITA,INCOMEINEQ,S90S10,RT,A,2006,9.5,
ITA,INCOMEINEQ,S90S10,RT,A,2007,8.9,
ITA,INCOMEINEQ,S90S10,RT,A,2008,9.1,
ITA,INCOMEINEQ,S90S10,RT,A,2009,9.2,
ITA,INCOMEINEQ,S90S10,RT,A,2010,10.5,
ITA,INCOMEINEQ,S90S10,RT,A,2011,10.6,
ITA,INCOMEINEQ,S90S10,RT,A,2012,11.6,
ITA,INCOMEINEQ,S90S10,RT,A,2013,11.4,
ITA,INCOMEINEQ,GINI,INEQ,A,2004,0.331,
ITA,INCOMEINEQ,GINI,INEQ,A,2005,0.324,
ITA,INCOMEINEQ,GINI,INEQ,A,2006,0.325,
ITA,INCOMEINEQ,GINI,INEQ,A,2007,0.313,
ITA,INCOMEINEQ,GINI,INEQ,A,2008,0.317,
ITA,INCOMEINEQ,GINI,INEQ,A,2009,0.316,
ITA,INCOMEINEQ,GINI,INEQ,A,2010,0.323,
ITA,INCOMEINEQ,GINI,INEQ,A,2011,0.327,
ITA,INCOMEINEQ,GINI,INEQ,A,2012,0.331,
ITA,INCOMEINEQ,GINI,INEQ,A,2013,0.325,
JPN,INCOMEINEQ,P50P10,RT,A,2009,2.6,
JPN,INCOMEINEQ,P50P10,RT,A,2012,2.6,
JPN,INCOMEINEQ,P90P10,RT,A,2009,5.2,
JPN,INCOMEINEQ,P90P10,RT,A,2012,5.1,
JPN,INCOMEINEQ,P90P50,RT,A,2009,2,
JPN,INCOMEINEQ,P90P50,RT,A,2012,2,
JPN,INCOMEINEQ,S90S10,RT,A,2009,10.7,
JPN,INCOMEINEQ,S90S10,RT,A,2012,10.4,
JPN,INCOMEINEQ,GINI,INEQ,A,2009,0.336,
JPN,INCOMEINEQ,GINI,INEQ,A,2012,0.33,
KOR,INCOMEINEQ,P50P10,RT,A,2012,2.5,
KOR,INCOMEINEQ,P50P10,RT,A,2013,2.6,
KOR,INCOMEINEQ,P50P10,RT,A,2014,2.5,
KOR,INCOMEINEQ,P90P10,RT,A,2012,4.8,
KOR,INCOMEINEQ,P90P10,RT,A,2013,4.7,
KOR,INCOMEINEQ,P90P10,RT,A,2014,4.7,
KOR,INCOMEINEQ,P90P50,RT,A,2012,1.9,
KOR,INCOMEINEQ,P90P50,RT,A,2013,1.8,
KOR,INCOMEINEQ,P90P50,RT,A,2014,1.9,
KOR,INCOMEINEQ,S90S10,RT,A,2012,10.2,
KOR,INCOMEINEQ,S90S10,RT,A,2013,10.1,
KOR,INCOMEINEQ,S90S10,RT,A,2014,9.9,
KOR,INCOMEINEQ,GINI,INEQ,A,2012,0.307,
KOR,INCOMEINEQ,GINI,INEQ,A,2013,0.302,
KOR,INCOMEINEQ,GINI,INEQ,A,2014,0.302,
LUX,INCOMEINEQ,P50P10,RT,A,2004,1.9,
LUX,INCOMEINEQ,P50P10,RT,A,2005,1.9,
LUX,INCOMEINEQ,P50P10,RT,A,2006,1.9,
LUX,INCOMEINEQ,P50P10,RT,A,2007,1.8,
LUX,INCOMEINEQ,P50P10,RT,A,2008,1.9,
LUX,INCOMEINEQ,P50P10,RT,A,2009,1.9,
LUX,INCOMEINEQ,P50P10,RT,A,2010,1.8,
LUX,INCOMEINEQ,P50P10,RT,A,2011,1.9,
LUX,INCOMEINEQ,P50P10,RT,A,2012,1.9,
LUX,INCOMEINEQ,P50P10,RT,A,2013,1.9,
LUX,INCOMEINEQ,P90P10,RT,A,2004,3.4,
LUX,INCOMEINEQ,P90P10,RT,A,2005,3.5,
LUX,INCOMEINEQ,P90P10,RT,A,2006,3.4,
LUX,INCOMEINEQ,P90P10,RT,A,2007,3.3,
LUX,INCOMEINEQ,P90P10,RT,A,2008,3.5,
LUX,INCOMEINEQ,P90P10,RT,A,2009,3.5,
LUX,INCOMEINEQ,P90P10,RT,A,2010,3.4,
LUX,INCOMEINEQ,P90P10,RT,A,2011,3.4,
LUX,INCOMEINEQ,P90P10,RT,A,2012,3.6,
LUX,INCOMEINEQ,P90P10,RT,A,2013,3.5,
LUX,INCOMEINEQ,P90P50,RT,A,2004,1.8,
LUX,INCOMEINEQ,P90P50,RT,A,2005,1.8,
LUX,INCOMEINEQ,P90P50,RT,A,2006,1.8,
LUX,INCOMEINEQ,P90P50,RT,A,2007,1.8,
LUX,INCOMEINEQ,P90P50,RT,A,2008,1.8,
LUX,INCOMEINEQ,P90P50,RT,A,2009,1.9,
LUX,INCOMEINEQ,P90P50,RT,A,2010,1.8,
LUX,INCOMEINEQ,P90P50,RT,A,2011,1.8,
LUX,INCOMEINEQ,P90P50,RT,A,2012,1.9,
LUX,INCOMEINEQ,P90P50,RT,A,2013,1.9,
LUX,INCOMEINEQ,S90S10,RT,A,2004,5.8,
LUX,INCOMEINEQ,S90S10,RT,A,2005,6.6,
LUX,INCOMEINEQ,S90S10,RT,A,2006,6,
LUX,INCOMEINEQ,S90S10,RT,A,2007,6.1,
LUX,INCOMEINEQ,S90S10,RT,A,2008,6.6,
LUX,INCOMEINEQ,S90S10,RT,A,2009,6,
LUX,INCOMEINEQ,S90S10,RT,A,2010,5.8,
LUX,INCOMEINEQ,S90S10,RT,A,2011,5.9,
LUX,INCOMEINEQ,S90S10,RT,A,2012,7,
LUX,INCOMEINEQ,S90S10,RT,A,2013,6.4,
LUX,INCOMEINEQ,GINI,INEQ,A,2004,0.264,
LUX,INCOMEINEQ,GINI,INEQ,A,2005,0.282,
LUX,INCOMEINEQ,GINI,INEQ,A,2006,0.277,
LUX,INCOMEINEQ,GINI,INEQ,A,2007,0.279,
LUX,INCOMEINEQ,GINI,INEQ,A,2008,0.292,
LUX,INCOMEINEQ,GINI,INEQ,A,2009,0.28,
LUX,INCOMEINEQ,GINI,INEQ,A,2010,0.272,
LUX,INCOMEINEQ,GINI,INEQ,A,2011,0.278,
LUX,INCOMEINEQ,GINI,INEQ,A,2012,0.301,
LUX,INCOMEINEQ,GINI,INEQ,A,2013,0.281,
MEX,INCOMEINEQ,P50P10,RT,A,2012,2.9,
MEX,INCOMEINEQ,P50P10,RT,A,2014,2.6,
MEX,INCOMEINEQ,P90P10,RT,A,2012,8.1,
MEX,INCOMEINEQ,P90P10,RT,A,2014,7.2,
MEX,INCOMEINEQ,P90P50,RT,A,2012,2.8,
MEX,INCOMEINEQ,P90P50,RT,A,2014,2.8,
MEX,INCOMEINEQ,S90S10,RT,A,2012,25.1,
MEX,INCOMEINEQ,S90S10,RT,A,2014,20.9,
MEX,INCOMEINEQ,GINI,INEQ,A,2012,0.457,
MEX,INCOMEINEQ,GINI,INEQ,A,2014,0.459,
NLD,INCOMEINEQ,P50P10,RT,A,2010,1.8,
NLD,INCOMEINEQ,P50P10,RT,A,2011,1.8,
NLD,INCOMEINEQ,P50P10,RT,A,2012,1.9,
NLD,INCOMEINEQ,P50P10,RT,A,2013,1.9,
NLD,INCOMEINEQ,P50P10,RT,A,2014,1.9,
NLD,INCOMEINEQ,P90P10,RT,A,2010,3.3,
NLD,INCOMEINEQ,P90P10,RT,A,2011,3.3,
NLD,INCOMEINEQ,P90P10,RT,A,2012,3.3,
NLD,INCOMEINEQ,P90P10,RT,A,2013,3.3,
NLD,INCOMEINEQ,P90P10,RT,A,2014,3.4,
NLD,INCOMEINEQ,P90P50,RT,A,2010,1.8,
NLD,INCOMEINEQ,P90P50,RT,A,2011,1.8,
NLD,INCOMEINEQ,P90P50,RT,A,2012,1.8,
NLD,INCOMEINEQ,P90P50,RT,A,2013,1.8,
NLD,INCOMEINEQ,P90P50,RT,A,2014,1.8,
NLD,INCOMEINEQ,S90S10,RT,A,2010,6.7,
NLD,INCOMEINEQ,S90S10,RT,A,2011,6.7,
NLD,INCOMEINEQ,S90S10,RT,A,2012,6.8,
NLD,INCOMEINEQ,S90S10,RT,A,2013,6.7,
NLD,INCOMEINEQ,S90S10,RT,A,2014,6.9,
NLD,INCOMEINEQ,GINI,INEQ,A,2010,0.283,
NLD,INCOMEINEQ,GINI,INEQ,A,2011,0.283,
NLD,INCOMEINEQ,GINI,INEQ,A,2012,0.281,
NLD,INCOMEINEQ,GINI,INEQ,A,2013,0.28,
NLD,INCOMEINEQ,GINI,INEQ,A,2014,0.283,
NZL,INCOMEINEQ,P50P10,RT,A,2011,2,
NZL,INCOMEINEQ,P50P10,RT,A,2012,2,
NZL,INCOMEINEQ,P90P10,RT,A,2011,4.2,
NZL,INCOMEINEQ,P90P10,RT,A,2012,4.2,
NZL,INCOMEINEQ,P90P50,RT,A,2011,2.1,
NZL,INCOMEINEQ,P90P50,RT,A,2012,2.1,
NZL,INCOMEINEQ,S90S10,RT,A,2011,8,
NZL,INCOMEINEQ,S90S10,RT,A,2012,8.2,
NZL,INCOMEINEQ,GINI,INEQ,A,2011,0.323,
NZL,INCOMEINEQ,GINI,INEQ,A,2012,0.333,
NOR,INCOMEINEQ,P50P10,RT,A,2004,1.8,
NOR,INCOMEINEQ,P50P10,RT,A,2008,1.8,
NOR,INCOMEINEQ,P50P10,RT,A,2009,1.8,
NOR,INCOMEINEQ,P50P10,RT,A,2010,1.8,
NOR,INCOMEINEQ,P50P10,RT,A,2011,1.8,
NOR,INCOMEINEQ,P50P10,RT,A,2012,1.9,
NOR,INCOMEINEQ,P50P10,RT,A,2013,1.9,
NOR,INCOMEINEQ,P90P10,RT,A,2004,2.8,
NOR,INCOMEINEQ,P90P10,RT,A,2008,3,
NOR,INCOMEINEQ,P90P10,RT,A,2009,2.9,
NOR,INCOMEINEQ,P90P10,RT,A,2010,2.9,
NOR,INCOMEINEQ,P90P10,RT,A,2011,3,
NOR,INCOMEINEQ,P90P10,RT,A,2012,3,
NOR,INCOMEINEQ,P90P10,RT,A,2013,3,
NOR,INCOMEINEQ,P90P50,RT,A,2004,1.6,
NOR,INCOMEINEQ,P90P50,RT,A,2008,1.6,
NOR,INCOMEINEQ,P90P50,RT,A,2009,1.6,
NOR,INCOMEINEQ,P90P50,RT,A,2010,1.6,
NOR,INCOMEINEQ,P90P50,RT,A,2011,1.6,
NOR,INCOMEINEQ,P90P50,RT,A,2012,1.6,
NOR,INCOMEINEQ,P90P50,RT,A,2013,1.6,
NOR,INCOMEINEQ,S90S10,RT,A,2004,7.1,
NOR,INCOMEINEQ,S90S10,RT,A,2008,5.9,
NOR,INCOMEINEQ,S90S10,RT,A,2009,5.8,
NOR,INCOMEINEQ,S90S10,RT,A,2010,6,
NOR,INCOMEINEQ,S90S10,RT,A,2011,6.1,
NOR,INCOMEINEQ,S90S10,RT,A,2012,6.2,
NOR,INCOMEINEQ,S90S10,RT,A,2013,6.1,
NOR,INCOMEINEQ,GINI,INEQ,A,2004,0.285,
NOR,INCOMEINEQ,GINI,INEQ,A,2008,0.25,
NOR,INCOMEINEQ,GINI,INEQ,A,2009,0.245,
NOR,INCOMEINEQ,GINI,INEQ,A,2010,0.249,
NOR,INCOMEINEQ,GINI,INEQ,A,2011,0.25,
NOR,INCOMEINEQ,GINI,INEQ,A,2012,0.253,
NOR,INCOMEINEQ,GINI,INEQ,A,2013,0.252,
POL,INCOMEINEQ,P50P10,RT,A,2005,2.2,
POL,INCOMEINEQ,P50P10,RT,A,2006,2.1,
POL,INCOMEINEQ,P50P10,RT,A,2007,2,
POL,INCOMEINEQ,P50P10,RT,A,2008,2.1,
POL,INCOMEINEQ,P50P10,RT,A,2009,2.1,
POL,INCOMEINEQ,P50P10,RT,A,2010,2.1,
POL,INCOMEINEQ,P50P10,RT,A,2011,2,
POL,INCOMEINEQ,P50P10,RT,A,2012,2,
POL,INCOMEINEQ,P50P10,RT,A,2013,2,
POL,INCOMEINEQ,P90P10,RT,A,2005,4.5,
POL,INCOMEINEQ,P90P10,RT,A,2006,4.2,
POL,INCOMEINEQ,P90P10,RT,A,2007,3.9,
POL,INCOMEINEQ,P90P10,RT,A,2008,4,
POL,INCOMEINEQ,P90P10,RT,A,2009,4,
POL,INCOMEINEQ,P90P10,RT,A,2010,3.9,
POL,INCOMEINEQ,P90P10,RT,A,2011,3.9,
POL,INCOMEINEQ,P90P10,RT,A,2012,3.9,
POL,INCOMEINEQ,P90P10,RT,A,2013,3.9,
POL,INCOMEINEQ,P90P50,RT,A,2005,2.1,
