"COUNTRY","EMPSTAT","FREQUENCY","TIME_FORMAT","obsTime","obsValue"
"FRA","TE","A","P1Y","1953",2274.7900390625
"FRA","TE","A","P1Y","1954",2288.03002929688
"FRA","TE","A","P1Y","1955",2270.5
"FRA","TE","A","P1Y","1956",2217.88989257812
"FRA","TE","A","P1Y","1957",2190.38989257812
"FRA","TE","A","P1Y","1958",2177.31005859375
"FRA","TE","A","P1Y","1959",2180.21997070312
"FRA","TE","A","P1Y","1960",2190.90991210938
"FRA","TE","A","P1Y","1961",2169.09008789062
"FRA","TE","A","P1Y","1962",2183.48999023438
"FRA","TE","A","P1Y","1963",2167.13989257812
"FRA","TE","A","P1Y","1964",2175.69995117188
"FRA","TE","A","P1Y","1965",2163.46997070312
"FRA","TE","A","P1Y","1966",2156.19995117188
"FRA","TE","A","P1Y","1967",2122.80004882812
"FRA","TE","A","P1Y","1968",2099.78002929688
"FRA","TE","A","P1Y","1969",2025.71997070312
"FRA","TE","A","P1Y","1970",2007.42004394531
"FRA","TE","A","P1Y","1971",2005.68005371094
"FRA","TE","A","P1Y","1972",1952.89001464844
"FRA","TE","A","P1Y","1973",1937.5
"FRA","TE","A","P1Y","1974",1905.63000488281
"FRA","TE","A","P1Y","1975",1879.52001953125
"FRA","TE","A","P1Y","1976",1906.22998046875
"FRA","TE","A","P1Y","1977",1867.36999511719
"FRA","TE","A","P1Y","1978",1835.86999511719
"FRA","TE","A","P1Y","1979",1832.4599609375
"FRA","TE","A","P1Y","1980",1823.30004882812
"FRA","TE","A","P1Y","1981",1803.06994628906
"FRA","TE","A","P1Y","1982",1729.78002929688
"FRA","TE","A","P1Y","1983",1711.84997558594
"FRA","TE","A","P1Y","1984",1705.31005859375
"FRA","TE","A","P1Y","1985",1669.90002441406
"FRA","TE","A","P1Y","1986",1664.67004394531
"FRA","TE","A","P1Y","1987",1676.53002929688
"FRA","TE","A","P1Y","1988",1685.68994140625
"FRA","TE","A","P1Y","1989",1669.88000488281
"FRA","TE","A","P1Y","1990",1664.81994628906
"FRA","TE","A","P1Y","1991",1654.5400390625
"FRA","TE","A","P1Y","1992",1656.06005859375
"FRA","TE","A","P1Y","1993",1640.93994140625
"FRA","TE","A","P1Y","1994",1630.27001953125
"FRA","TE","A","P1Y","1995",1604.75
"FRA","TE","A","P1Y","1996",1606.18994140625
"FRA","TE","A","P1Y","1997",1596.28002929688
"FRA","TE","A","P1Y","1998",1582.69995117188
"FRA","TE","A","P1Y","1999",1571.73999023438
"FRA","TE","A","P1Y","2000",1534.80004882812
"FRA","TE","A","P1Y","2001",1525.98999023438
"FRA","TE","A","P1Y","2002",1487.31994628906
"FRA","TE","A","P1Y","2003",1484.38000488281
"FRA","TE","A","P1Y","2004",1513.2099609375
"FRA","TE","A","P1Y","2005",1507.43994140625
"FRA","TE","A","P1Y","2006",1484
"FRA","TE","A","P1Y","2007",1500.25
"FRA","TE","A","P1Y","2008",1507.17004394531
"FRA","TE","A","P1Y","2009",1489.06994628906
"FRA","TE","A","P1Y","2010",1493.9599609375
"FRA","TE","A","P1Y","2011",1496.33
"FRA","TE","A","P1Y","2012",1490.23
"FRA","TE","A","P1Y","2013",1474.3
"FRA","TE","A","P1Y","2014",1473.45
"FRA","TE","A","P1Y","2015",1482
"DEU","DE","A","P1Y","1991",1478.7
"DEU","DE","A","P1Y","1992",1488.3
"DEU","DE","A","P1Y","1993",1460.9
"DEU","DE","A","P1Y","1994",1457
"DEU","DE","A","P1Y","1995",1441.8
"DEU","DE","A","P1Y","1996",1423
"DEU","DE","A","P1Y","1997",1408.7
"DEU","DE","A","P1Y","1998",1401
"DEU","DE","A","P1Y","1999",1384.4
"DEU","DE","A","P1Y","2000",1359.5
"DEU","DE","A","P1Y","2001",1352.7
"DEU","DE","A","P1Y","2002",1344.8
"DEU","DE","A","P1Y","2003",1339.1
"DEU","DE","A","P1Y","2004",1334.6
"DEU","DE","A","P1Y","2005",1323.6
"DEU","DE","A","P1Y","2006",1343.7
"DEU","DE","A","P1Y","2007",1346.4
"DEU","DE","A","P1Y","2008",1339.6
"DEU","DE","A","P1Y","2009",1289.2
"DEU","DE","A","P1Y","2010",1309.7
"DEU","DE","A","P1Y","2011",1314.8
"DEU","DE","A","P1Y","2012",1300.9
"DEU","DE","A","P1Y","2013",1290.5
"DEU","DE","A","P1Y","2014",1298.1
"DEU","DE","A","P1Y","2015",1303.9
"DEU","TE","A","P1Y","1991",1553.5
"DEU","TE","A","P1Y","1992",1564.7
"DEU","TE","A","P1Y","1993",1541.6
"DEU","TE","A","P1Y","1994",1537.3
"DEU","TE","A","P1Y","1995",1528
"DEU","TE","A","P1Y","1996",1510.5
"DEU","TE","A","P1Y","1997",1499.6
"DEU","TE","A","P1Y","1998",1493.6
"DEU","TE","A","P1Y","1999",1478.7
"DEU","TE","A","P1Y","2000",1452
"DEU","TE","A","P1Y","2001",1441.9
"DEU","TE","A","P1Y","2002",1430.9
"DEU","TE","A","P1Y","2003",1424.8
"DEU","TE","A","P1Y","2004",1422.2
"DEU","TE","A","P1Y","2005",1411.3
"DEU","TE","A","P1Y","2006",1424.7
"DEU","TE","A","P1Y","2007",1424.4
"DEU","TE","A","P1Y","2008",1418.4
"DEU","TE","A","P1Y","2009",1372.7
"DEU","TE","A","P1Y","2010",1389.9
"DEU","TE","A","P1Y","2011",1392.8
"DEU","TE","A","P1Y","2012",1375.3
"DEU","TE","A","P1Y","2013",1361.7
"DEU","TE","A","P1Y","2014",1366.4
"DEU","TE","A","P1Y","2015",1371
"GRC","DE","A","P1Y","1983",1760
"GRC","DE","A","P1Y","1984",1748
"GRC","DE","A","P1Y","1985",1757
"GRC","DE","A","P1Y","1986",1757
"GRC","DE","A","P1Y","1987",1754
"GRC","DE","A","P1Y","1988",1741
"GRC","DE","A","P1Y","1989",1752
"GRC","DE","A","P1Y","1990",1761
"GRC","DE","A","P1Y","1991",1775
"GRC","DE","A","P1Y","1992",1795
"GRC","DE","A","P1Y","1993",1794
"GRC","DE","A","P1Y","1994",1792
"GRC","DE","A","P1Y","1995",1785
"GRC","DE","A","P1Y","1996",1802
"GRC","DE","A","P1Y","1997",1798
"GRC","DE","A","P1Y","1998",1810
"GRC","DE","A","P1Y","1999",1811
"GRC","DE","A","P1Y","2000",1818
"GRC","DE","A","P1Y","2001",1826
"GRC","DE","A","P1Y","2002",1818
"GRC","DE","A","P1Y","2003",1812
"GRC","DE","A","P1Y","2004",1802
"GRC","DE","A","P1Y","2005",1811
"GRC","DE","A","P1Y","2006",1795
"GRC","DE","A","P1Y","2007",1780
"GRC","DE","A","P1Y","2008",1802
"GRC","DE","A","P1Y","2009",1775
"GRC","DE","A","P1Y","2010",1751
"GRC","DE","A","P1Y","2011",1749
"GRC","DE","A","P1Y","2012",1727
"GRC","DE","A","P1Y","2013",1727
"GRC","DE","A","P1Y","2014",1733
"GRC","DE","A","P1Y","2015",1733
"GRC","TE","A","P1Y","1983",2186
"GRC","TE","A","P1Y","1984",2113
"GRC","TE","A","P1Y","1985",2131
"GRC","TE","A","P1Y","1986",2119
"GRC","TE","A","P1Y","1987",2076
"GRC","TE","A","P1Y","1988",2064
"GRC","TE","A","P1Y","1989",2107
"GRC","TE","A","P1Y","1990",2084
"GRC","TE","A","P1Y","1991",2115
"GRC","TE","A","P1Y","1992",2143
"GRC","TE","A","P1Y","1993",2164
"GRC","TE","A","P1Y","1994",2129
"GRC","TE","A","P1Y","1995",2111
"GRC","TE","A","P1Y","1996",2109
"GRC","TE","A","P1Y","1997",2108
"GRC","TE","A","P1Y","1998",2108
"GRC","TE","A","P1Y","1999",2105
"GRC","TE","A","P1Y","2000",2108
"GRC","TE","A","P1Y","2001",2101
"GRC","TE","A","P1Y","2002",2093
"GRC","TE","A","P1Y","2003",2091
"GRC","TE","A","P1Y","2004",2083
"GRC","TE","A","P1Y","2005",2136
"GRC","TE","A","P1Y","2006",2125
"GRC","TE","A","P1Y","2007",2111
"GRC","TE","A","P1Y","2008",2106
"GRC","TE","A","P1Y","2009",2081
"GRC","TE","A","P1Y","2010",2020
"GRC","TE","A","P1Y","2011",2038
"GRC","TE","A","P1Y","2012",2055
"GRC","TE","A","P1Y","2013",2063
"GRC","TE","A","P1Y","2014",2026
"GRC","TE","A","P1Y","2015",2042
"HUN","DE","A","P1Y","1980",1930
"HUN","DE","A","P1Y","1981",1928
"HUN","DE","A","P1Y","1982",1847
"HUN","DE","A","P1Y","1983",1829
"HUN","DE","A","P1Y","1984",1765
"HUN","DE","A","P1Y","1985",1742
"HUN","DE","A","P1Y","1986",1734
"HUN","DE","A","P1Y","1987",1772
"HUN","DE","A","P1Y","1988",1768
"HUN","DE","A","P1Y","1989",1746
"HUN","DE","A","P1Y","1990",1710
"HUN","DE","A","P1Y","1991",1682
"HUN","DE","A","P1Y","1992",1644
"HUN","DE","A","P1Y","1993",1732
"HUN","DE","A","P1Y","1994",1759
"HUN","DE","A","P1Y","1995",1765
"HUN","DE","A","P1Y","1996",1777
"HUN","DE","A","P1Y","1997",1786
"HUN","DE","A","P1Y","1998",1788
"HUN","DE","A","P1Y","1999",1795
"HUN","DE","A","P1Y","2000",1795
"HUN","DE","A","P1Y","2001",1766
"HUN","DE","A","P1Y","2002",1766
"HUN","DE","A","P1Y","2003",1777
"HUN","DE","A","P1Y","2004",1807
"HUN","DE","A","P1Y","2005",1803
"HUN","DE","A","P1Y","2006",1799
"HUN","DE","A","P1Y","2007",1778
"HUN","DE","A","P1Y","2008",1786
"HUN","DE","A","P1Y","2009",1766
"HUN","DE","A","P1Y","2010",1818
"HUN","DE","A","P1Y","2011",1816
"HUN","DE","A","P1Y","2012",1797
"HUN","DE","A","P1Y","2013",1803
"HUN","DE","A","P1Y","2014",1809
"HUN","DE","A","P1Y","2015",1769.2
"HUN","TE","A","P1Y","1995",2005.5
"HUN","TE","A","P1Y","1996",1999.6
"HUN","TE","A","P1Y","1997",2023.4
"HUN","TE","A","P1Y","1998",2022.9
"HUN","TE","A","P1Y","1999",2040.1
"HUN","TE","A","P1Y","2000",2032.8
"HUN","TE","A","P1Y","2001",1993.3
"HUN","TE","A","P1Y","2002",2005.3
"HUN","TE","A","P1Y","2003",1978.2
"HUN","TE","A","P1Y","2004",1986.1
"HUN","TE","A","P1Y","2005",1986.9
"HUN","TE","A","P1Y","2006",1983.5
"HUN","TE","A","P1Y","2007",1978.6
"HUN","TE","A","P1Y","2008",1981.7
"HUN","TE","A","P1Y","2009",1963.1
"HUN","TE","A","P1Y","2010",1958.4
"HUN","TE","A","P1Y","2011",1975.7
"HUN","TE","A","P1Y","2012",1889.2
"HUN","TE","A","P1Y","2013",1879.8
"HUN","TE","A","P1Y","2014",1857.9
"HUN","TE","A","P1Y","2015",1748.6
"ISL","DE","A","P1Y","1991",1969
"ISL","DE","A","P1Y","1992",1995.6
"ISL","DE","A","P1Y","1993",1983.4
"ISL","DE","A","P1Y","1994",1965.7
"ISL","DE","A","P1Y","1995",1967.9
"ISL","DE","A","P1Y","1996",1993.4
"ISL","DE","A","P1Y","1997",1983.4
"ISL","DE","A","P1Y","1998",1952.4
"ISL","DE","A","P1Y","1999",2005.5
"ISL","DE","A","P1Y","2000",2016.6
"ISL","DE","A","P1Y","2001",1971.2
"ISL","DE","A","P1Y","2002",1928
"ISL","DE","A","P1Y","2003",1921.2
"ISL","DE","A","P1Y","2004",1933.1
"ISL","DE","A","P1Y","2005",1924.1
"ISL","DE","A","P1Y","2006",1901.6
"ISL","DE","A","P1Y","2007",1887.6
"ISL","DE","A","P1Y","2008",1896.3
"ISL","DE","A","P1Y","2009",1816.4
"ISL","DE","A","P1Y","2010",1803.1
"ISL","DE","A","P1Y","2011",1841.9
"ISL","DE","A","P1Y","2012",1824.6
"ISL","DE","A","P1Y","2013",1809.1
"ISL","DE","A","P1Y","2014",1827
"ISL","DE","A","P1Y","2015",1851.8
"ISL","TE","A","P1Y","1991",2007.4
"ISL","TE","A","P1Y","1992",2007.4
"ISL","TE","A","P1Y","1993",2024.9
"ISL","TE","A","P1Y","1994",1991.1
"ISL","TE","A","P1Y","1995",1974.8
"ISL","TE","A","P1Y","1996",1995.5
"ISL","TE","A","P1Y","1997",2026
"ISL","TE","A","P1Y","1998",2003.1
"ISL","TE","A","P1Y","1999",1979.1
"ISL","TE","A","P1Y","2000",2040.1
"ISL","TE","A","P1Y","2001",2053.2
"ISL","TE","A","P1Y","2002",2011.8
"ISL","TE","A","P1Y","2003",1971.9
"ISL","TE","A","P1Y","2004",1979.6
"ISL","TE","A","P1Y","2005",1970
"ISL","TE","A","P1Y","2006",1957.6
"ISL","TE","A","P1Y","2007",1931.6
"ISL","TE","A","P1Y","2008",1933.8
"ISL","TE","A","P1Y","2009",1848.7
"ISL","TE","A","P1Y","2010",1833.6
"ISL","TE","A","P1Y","2011",1878.4
"ISL","TE","A","P1Y","2012",1853.4
"ISL","TE","A","P1Y","2013",1846.1
"ISL","TE","A","P1Y","2014",1864.1
"ISL","TE","A","P1Y","2015",1879.5
"IRL","DE","A","P1Y","1983",1678
"IRL","DE","A","P1Y","1984",1673
"IRL","DE","A","P1Y","1985",1686
"IRL","DE","A","P1Y","1986",1701
"IRL","DE","A","P1Y","1987",1685
"IRL","DE","A","P1Y","1988",1678
"IRL","DE","A","P1Y","1989",1685
"IRL","DE","A","P1Y","1990",1689
"IRL","DE","A","P1Y","1991",1672
"IRL","DE","A","P1Y","1992",1648
"IRL","DE","A","P1Y","1993",1624
"IRL","DE","A","P1Y","1994",1630
"IRL","DE","A","P1Y","1995",1632
"IRL","DE","A","P1Y","1996",1644
"IRL","DE","A","P1Y","1997",1618
"IRL","DE","A","P1Y","1998",1581
"IRL","DE","A","P1Y","1999",1575
"IRL","DE","A","P1Y","2000",1574
"IRL","DE","A","P1Y","2001",1580
"IRL","DE","A","P1Y","2002",1565
"IRL","DE","A","P1Y","2003",1555
"IRL","DE","A","P1Y","2004",1548
"IRL","DE","A","P1Y","2005",1541
"IRL","DE","A","P1Y","2006",1542
"IRL","DE","A","P1Y","2007",1530
"IRL","DE","A","P1Y","2008",1504
"IRL","DE","A","P1Y","2009",1445
"IRL","DE","A","P1Y","2010",1447
"IRL","DE","A","P1Y","2011",1450
"IRL","DE","A","P1Y","2012",1439
"IRL","DE","A","P1Y","2013",1460
"IRL","DE","A","P1Y","2014",1485
"IRL","DE","A","P1Y","2015",1475
"IRL","TE","A","P1Y","1998",1953
"IRL","TE","A","P1Y","1999",1942
"IRL","TE","A","P1Y","2000",1933
"IRL","TE","A","P1Y","2001",1924
"IRL","TE","A","P1Y","2002",1904
"IRL","TE","A","P1Y","2003",1887
"IRL","TE","A","P1Y","2004",1875
"IRL","TE","A","P1Y","2005",1883
"IRL","TE","A","P1Y","2006",1879
"IRL","TE","A","P1Y","2007",1865
"IRL","TE","A","P1Y","2008",1844
"IRL","TE","A","P1Y","2009",1812
"IRL","TE","A","P1Y","2010",1801
"IRL","TE","A","P1Y","2011",1801
"IRL","TE","A","P1Y","2012",1806
"IRL","TE","A","P1Y","2013",1815
"IRL","TE","A","P1Y","2014",1821.26
"IRL","TE","A","P1Y","2015",1819.54
"ITA","TE","A","P1Y","1995",1856.1
"ITA","TE","A","P1Y","1996",1866.1
"ITA","TE","A","P1Y","1997",1860.1
"ITA","TE","A","P1Y","1998",1873.8
"ITA","TE","A","P1Y","1999",1870.4
"ITA","TE","A","P1Y","2000",1850.8
"ITA","TE","A","P1Y","2001",1837.8
"ITA","TE","A","P1Y","2002",1826.6
"ITA","TE","A","P1Y","2003",1815.8
"ITA","TE","A","P1Y","2004",1815.3
"ITA","TE","A","P1Y","2005",1812.1
"ITA","TE","A","P1Y","2006",1812.6
"ITA","TE","A","P1Y","2007",1818.2
"ITA","TE","A","P1Y","2008",1807
"ITA","TE","A","P1Y","2009",1775.7
"ITA","TE","A","P1Y","2010",1777.3
"ITA","TE","A","P1Y","2011",1773.3
"ITA","TE","A","P1Y","2012",1734.2
"ITA","TE","A","P1Y","2013",1719.51
"ITA","TE","A","P1Y","2014",1718.8
"ITA","TE","A","P1Y","2015",1724.83
"JPN","DE","A","P1Y","1995",1910
"JPN","DE","A","P1Y","1996",1919
"JPN","DE","A","P1Y","1997",1891
"JPN","DE","A","P1Y","1998",1871
"JPN","DE","A","P1Y","1999",1840
"JPN","DE","A","P1Y","2000",1853
"JPN","DE","A","P1Y","2001",1836
"JPN","DE","A","P1Y","2002",1825
"JPN","DE","A","P1Y","2003",1828
"JPN","DE","A","P1Y","2004",1816
"JPN","DE","A","P1Y","2005",1802
"JPN","DE","A","P1Y","2006",1811
"JPN","DE","A","P1Y","2007",1808
"JPN","DE","A","P1Y","2008",1792
"JPN","DE","A","P1Y","2009",1733
"JPN","DE","A","P1Y","2010",1754
"JPN","DE","A","P1Y","2011",1747
"JPN","DE","A","P1Y","2012",1765
"JPN","DE","A","P1Y","2013",1746
"JPN","DE","A","P1Y","2014",1741
"JPN","DE","A","P1Y","2015",1734
"JPN","TE","A","P1Y","1970",2243
"JPN","TE","A","P1Y","1971",2239
"JPN","TE","A","P1Y","1972",2228
"JPN","TE","A","P1Y","1973",2201
"JPN","TE","A","P1Y","1974",2137
"JPN","TE","A","P1Y","1975",2112
"JPN","TE","A","P1Y","1976",2128
"JPN","TE","A","P1Y","1977",2129
"JPN","TE","A","P1Y","1978",2123
"JPN","TE","A","P1Y","1979",2126
"JPN","TE","A","P1Y","1980",2121
"JPN","TE","A","P1Y","1981",2106
"JPN","TE","A","P1Y","1982",2104
"JPN","TE","A","P1Y","1983",2095
"JPN","TE","A","P1Y","1984",2108
"JPN","TE","A","P1Y","1985",2093
"JPN","TE","A","P1Y","1986",2097
"JPN","TE","A","P1Y","1987",2096
"JPN","TE","A","P1Y","1988",2092
"JPN","TE","A","P1Y","1989",2070
"JPN","TE","A","P1Y","1990",2031
"JPN","TE","A","P1Y","1991",1998
"JPN","TE","A","P1Y","1992",1965
"JPN","TE","A","P1Y","1993",1905
"JPN","TE","A","P1Y","1994",1898
"JPN","TE","A","P1Y","1995",1884
"JPN","TE","A","P1Y","1996",1892
"JPN","TE","A","P1Y","1997",1865
"JPN","TE","A","P1Y","1998",1842
"JPN","TE","A","P1Y","1999",1810
"JPN","TE","A","P1Y","2000",1821
"JPN","TE","A","P1Y","2001",1809
"JPN","TE","A","P1Y","2002",1798
"JPN","TE","A","P1Y","2003",1799
"JPN","TE","A","P1Y","2004",1787
"JPN","TE","A","P1Y","2005",1775
"JPN","TE","A","P1Y","2006",1784
"JPN","TE","A","P1Y","2007",1785
"JPN","TE","A","P1Y","2008",1771
"JPN","TE","A","P1Y","2009",1714
"JPN","TE","A","P1Y","2010",1733
"JPN","TE","A","P1Y","2011",1728
"JPN","TE","A","P1Y","2012",1745
"JPN","TE","A","P1Y","2013",1734
"JPN","TE","A","P1Y","2014",1729
"JPN","TE","A","P1Y","2015",1719
"KOR","DE","A","P1Y","2008",2120
"KOR","DE","A","P1Y","2009",2113
"KOR","DE","A","P1Y","2010",2120
"KOR","DE","A","P1Y","2011",2116
"KOR","DE","A","P1Y","2012",2092
"KOR","DE","A","P1Y","2013",2071
"KOR","DE","A","P1Y","2014",2057
"KOR","TE","A","P1Y","1980",2864
"KOR","TE","A","P1Y","1981",2880
"KOR","TE","A","P1Y","1982",2893
"KOR","TE","A","P1Y","1983",2911
"KOR","TE","A","P1Y","1984",2907
"KOR","TE","A","P1Y","1985",2882
"KOR","TE","A","P1Y","1986",2911
"KOR","TE","A","P1Y","1987",2880
"KOR","TE","A","P1Y","1988",2834
"KOR","TE","A","P1Y","1989",2731
"KOR","TE","A","P1Y","1990",2677
"KOR","TE","A","P1Y","1991",2661
"KOR","TE","A","P1Y","1992",2639
"KOR","TE","A","P1Y","1993",2656
"KOR","TE","A","P1Y","1994",2640
"KOR","TE","A","P1Y","1995",2648
"KOR","TE","A","P1Y","1996",2637
"KOR","TE","A","P1Y","1997",2582
"KOR","TE","A","P1Y","1998",2488
"KOR","TE","A","P1Y","1999",2495
"KOR","TE","A","P1Y","2000",2512
"KOR","TE","A","P1Y","2001",2499
"KOR","TE","A","P1Y","2002",2464
"KOR","TE","A","P1Y","2003",2424
"KOR","TE","A","P1Y","2004",2392
"KOR","TE","A","P1Y","2005",2351
"KOR","TE","A","P1Y","2006",2346
"KOR","TE","A","P1Y","2007",2306
"KOR","TE","A","P1Y","2008",2246
"KOR","TE","A","P1Y","2009",2232
"KOR","TE","A","P1Y","2010",2187
"KOR","TE","A","P1Y","2011",2090
"KOR","TE","A","P1Y","2012",2163
"KOR","TE","A","P1Y","2013",2079
"KOR","TE","A","P1Y","2014",2124
"KOR","TE","A","P1Y","2015",2113
"LUX","DE","A","P1Y","2000",1605
"LUX","DE","A","P1Y","2001",1589
"LUX","DE","A","P1Y","2002",1584
"LUX","DE","A","P1Y","2003",1581
"LUX","DE","A","P1Y","2004",1580
"LUX","DE","A","P1Y","2005",1560
"LUX","DE","A","P1Y","2006",1559
"LUX","DE","A","P1Y","2007",1570
"LUX","DE","A","P1Y","2008",1570
"LUX","DE","A","P1Y","2009",1519
"LUX","DE","A","P1Y","2010",1523
"LUX","DE","A","P1Y","2011",1522
"LUX","DE","A","P1Y","2012",1514
"LUX","DE","A","P1Y","2013",1504
"LUX","DE","A","P1Y","2014",1509
"LUX","DE","A","P1Y","2015",1507
"LUX","TE","A","P1Y","2000",1603
"LUX","TE","A","P1Y","2001",1586
"LUX","TE","A","P1Y","2002",1581
"LUX","TE","A","P1Y","2003",1579
"LUX","TE","A","P1Y","2004",1579
"LUX","TE","A","P1Y","2005",1555
"LUX","TE","A","P1Y","2006",1556
"LUX","TE","A","P1Y","2007",1570
"LUX","TE","A","P1Y","2008",1570
"LUX","TE","A","P1Y","2009",1519
"LUX","TE","A","P1Y","2010",1521
"LUX","TE","A","P1Y","2011",1519
"LUX","TE","A","P1Y","2012",1513
"LUX","TE","A","P1Y","2013",1503
"LUX","TE","A","P1Y","2014",1509
"LUX","TE","A","P1Y","2015",1507
"MEX","DE","A","P1Y","1991",2324.7
"MEX","DE","A","P1Y","1993",2370.6
"MEX","DE","A","P1Y","1995",2360.1
"MEX","DE","A","P1Y","1996",2370.9
"MEX","DE","A","P1Y","1997",2372.3
"MEX","DE","A","P1Y","1998",2352.6
"MEX","DE","A","P1Y","1999",2359.8
"MEX","DE","A","P1Y","2000",2359.8
"MEX","DE","A","P1Y","2001",2340.7
"MEX","DE","A","P1Y","2002",2330.3
"MEX","DE","A","P1Y","2003",2331.2
"MEX","DE","A","P1Y","2004",2339.5
"MEX","DE","A","P1Y","2005",2347.1
"MEX","DE","A","P1Y","2006",2351.1
"MEX","DE","A","P1Y","2007",2337.3
"MEX","DE","A","P1Y","2008",2339.8
"MEX","DE","A","P1Y","2009",2322.3
"MEX","DE","A","P1Y","2010",2330
"MEX","DE","A","P1Y","2011",2331.2
"MEX","DE","A","P1Y","2012",2317.3
"MEX","DE","A","P1Y","2013",2327.6
"MEX","DE","A","P1Y","2014",2326.8
"MEX","DE","A","P1Y","2015",2345.6
"MEX","TE","A","P1Y","1991",2241.8
"MEX","TE","A","P1Y","1993",2241.1
"MEX","TE","A","P1Y","1995",2293.6
"MEX","TE","A","P1Y","1996",2314.2
"MEX","TE","A","P1Y","1997",2321.6
"MEX","TE","A","P1Y","1998",2290.7
"MEX","TE","A","P1Y","1999",2305.8
"MEX","TE","A","P1Y","2000",2311.2
"MEX","TE","A","P1Y","2001",2285.2
"MEX","TE","A","P1Y","2002",2271.2
"MEX","TE","A","P1Y","2003",2276.5
"MEX","TE","A","P1Y","2004",2270.6
"MEX","TE","A","P1Y","2005",2281
"MEX","TE","A","P1Y","2006",2280.6
"MEX","TE","A","P1Y","2007",2261.4
"MEX","TE","A","P1Y","2008",2258
"MEX","TE","A","P1Y","2009",2250.2
"MEX","TE","A","P1Y","2010",2242.4
"MEX","TE","A","P1Y","2011",2250.2
"MEX","TE","A","P1Y","2012",2225.8
"MEX","TE","A","P1Y","2013",2236.6
"MEX","TE","A","P1Y","2014",2228.4
"MEX","TE","A","P1Y","2015",2246.4
"NLD","DE","A","P1Y","1970",1762
"NLD","DE","A","P1Y","1971",1726
"NLD","DE","A","P1Y","1972",1725
"NLD","DE","A","P1Y","1973",1698
"NLD","DE","A","P1Y","1974",1638
"NLD","DE","A","P1Y","1975",1579
"NLD","DE","A","P1Y","1976",1574
"NLD","DE","A","P1Y","1977",1564
"NLD","DE","A","P1Y","1978",1533
"NLD","DE","A","P1Y","1979",1512
"NLD","DE","A","P1Y","1980",1515
"NLD","DE","A","P1Y","1981",1519
"NLD","DE","A","P1Y","1982",1505
"NLD","DE","A","P1Y","1983",1491
"NLD","DE","A","P1Y","1984",1481
"NLD","DE","A","P1Y","1985",1463
"NLD","DE","A","P1Y","1986",1454
"NLD","DE","A","P1Y","1987",1438
