Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Europe & Central Asia,ECS,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4058E+11,2.55325E+11,2.49522E+11,2.62337E+11,2.66147E+11,2.63853E+11,2.66172E+11,2.8365E+11,3.29908E+11,3.85222E+11,4.00072E+11,4.32001E+11,4.96494E+11,5.39803E+11,4.6947E+11,4.67164E+11,5.32293E+11,5.21331E+11,5.6988E+11,5.90342E+11,5.23262E+11,
Ecuador,ECU,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315000000,330000000,335000000,330000000,377000000,451000000,438000000,449000000,408000000,464000000,488000000,492000000,626000000,745000000,674000000,786000000,849000000,1039000000,1251000000,1487000000,1557000000,
"Egypt, Arab Rep.",EGY,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2954000000,3583000000,4046000000,2942000000,4361000000,4657000000,4119000000,4133000000,4704000000,6328000000,7206000000,8133000000,10327000000,12104000000,11757000000,13633000000,9333000000,10823000000,6747000000,7979000000,6897000000,
Euro area,EMU,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.64615E+11,1.70217E+11,1.6256E+11,1.73105E+11,1.85808E+11,1.8217E+11,1.83184E+11,1.94386E+11,2.2788E+11,2.63185E+11,2.64158E+11,2.82702E+11,3.20617E+11,3.43886E+11,3.01977E+11,2.95132E+11,3.3505E+11,3.21043E+11,3.50963E+11,3.61154E+11,3.1246E+11,
Eritrea,ERI,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58000000,69000000,90000000,34000000,28000000,36000000,74000000,73000000,74000000,73000000,66000000,60000000,61000000,46000000,26000000,,,,,,,
Spain,ESP,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27369000000,29751000000,28649000000,31592000000,33784000000,32656000000,33829000000,35468000000,43863000000,49996000000,49565000000,53160000000,59910000000,64422000000,55748000000,54305000000,62447000000,57877000000,62584000000,65100000000,56426000000,
Estonia,EST,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452000000,565000000,597000000,668000000,702000000,657000000,661000000,737000000,883000000,1111000000,1229000000,1361000000,1416000000,1643000000,1090000000,1065000000,1256000000,1286000000,2022000000,2231000000,1818000000,
Ethiopia,ETH,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177000000,170000000,157000000,152000000,176000000,205000000,218000000,261000000,336000000,458000000,533000000,639000000,790000000,1184000000,1119000000,1434000000,1998000000,1980000000,,,,
European Union,EUU,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.15718E+11,2.27009E+11,2.20364E+11,2.33133E+11,2.42614E+11,2.38183E+11,2.36084E+11,2.50532E+11,2.92443E+11,3.39476E+11,3.46469E+11,3.75404E+11,4.28104E+11,4.56931E+11,3.94962E+11,3.90085E+11,4.40095E+11,4.25354E+11,4.6443E+11,4.84399E+11,4.3095E+11,
Fragile and conflict affected situations,FCS,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3501577001,3530290695,3633659667,3995903151,3490161282,3437140849,3286713359,7171363220,10056158987,10550243288,10732666875,10677319665,13122099518,14934536420,16911971369,21540069096,15978385939,17782641462,19071333239,,,
Finland,FIN,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2383000000,2408000000,2358000000,2371000000,2236000000,2035000000,2065000000,2235000000,2676000000,2975000000,3069000000,3515000000,4287000000,4873000000,4104000000,4510000000,5591000000,5415000000,4048000000,3679000000,2560000000,
Fiji,FJI,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369000000,374000000,386000000,309000000,365000000,291000000,316000000,384000000,496000000,588000000,722000000,684000000,722000000,952000000,688000000,825000000,955000000,989000000,966000000,1034000000,1037000000,
France,FRA,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31295000000,32088000000,27402000000,29490000000,37770000000,38534000000,38385000000,40537000000,45990000000,52108000000,52139000000,54587000000,63902000000,68001000000,58858000000,56187000000,66087000000,64001000000,66049000000,66803000000,54003000000,
Faroe Islands,FRO,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15800000,13200000,13900000,17000000,14700000,16800000,16700000,19000000,21000000,23000000,25000000,27000000,22000000,24000000,22000000,22000000,24000000,25000000,,
Gabon,GAB,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94000000,91000000,103000000,110000000,143000000,99000000,46000000,77000000,84000000,74000000,13000000,,,,,,,,,,,
United Kingdom,GBR,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27577000000,29181000000,30483000000,31658000000,30807000000,29978000000,26137000000,27819000000,30736000000,37166000000,39684000000,44284000000,48618000000,46283000000,37272000000,40138000000,44741000000,47070000000,53052000000,58935000000,60744000000,
Georgia,GEO,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75000000,229000000,131000000,107000000,136000000,144000000,172000000,209000000,287000000,361000000,440000000,505000000,537000000,737000000,1069000000,1565000000,1916000000,1972000000,2117000000,
Ghana,GHA,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30000000,32000000,35000000,304000000,325000000,357000000,374000000,383000000,441000000,495000000,867000000,910000000,990000000,970000000,849000000,706000000,797000000,1154000000,1010000000,1027000000,911000000,
Gibraltar,GIB,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,911000,9300000,4800000,4300000,5800000,7800000,8200000,,,,,,1100000,2400000,4900000,2040000,2120000,1680000,,,,
"Gambia, The",GMB,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28000000,67000000,76000000,,,,,,58000000,51000000,59000000,69000000,87000000,80200000,64000000,80000000,109000000,127000000,103000000,127000000,138000000,
Guinea-Bissau,GNB,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000,,,,2700000,2300000,2400000,2200000,1600000,2800000,28400000,38200000,12000000,13600000,14500000,6800000,17400000,,,
Equatorial Guinea,GNQ,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000,4000000,5000000,400000,10000000,5000000,14000000,,,,,,,,,,,,,,,
Greece,GRC,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4182000000,3759000000,3794000000,6188000000,8839000000,9262000000,9216000000,10005000000,10842000000,12809000000,13453000000,14495000000,15687000000,17586000000,16027000000,13858000000,16256000000,14671000000,17436000000,19481000000,17260000000,
Grenada,GRD,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76000000,79000000,78000000,83000000,88000000,93000000,83000000,91000000,104000000,86000000,71000000,94000000,129000000,127000000,112000000,112000000,117000000,122000000,121000000,139000000,147000000,
Greenland,GRL,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216000000,221000000,270000000,329000000,374000000,498000000,588000000,647000000,646000000,630000000,791000000,919000000,1055000000,1335000000,1359000000,1378000000,1350000000,1419000000,1479000000,1564000000,1580000000,
Guam,GUM,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33000000,112000000,115000000,111000000,109000000,80000000,65000000,53000000,28000000,27000000,35000000,37000000,50000000,59000000,35000000,80000000,95000000,64000000,77000000,79000000,65000000,
High income,HIC,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.02637E+11,4.2882E+11,4.23965E+11,4.30187E+11,4.50291E+11,4.59239E+11,4.4308E+11,4.56774E+11,5.04938E+11,5.92776E+11,6.14346E+11,6.54125E+11,7.48033E+11,8.17434E+11,7.29587E+11,7.86539E+11,8.89508E+11,9.09809E+11,9.85501E+11,1.04277E+12,9.80722E+11,
"Hong Kong SAR, China",HKG,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9604000000,11994000000,9979000000,7337000000,7343000000,8198000000,7923000000,9849000000,9004000000,11874000000,13588000000,15541000000,18237000000,20236000000,20291000000,27208000000,33169000000,37098000000,42426000000,46079000000,42601000000,
Honduras,HND,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85000000,119000000,152000000,175000000,214000000,263000000,260000000,305000000,372000000,420000000,465000000,515700000,546600000,619800000,616100000,626700000,641500000,683700000,618000000,642000000,653000000,
Heavily indebted poor countries (HIPC),HPC,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2161614643,2424724045,2393867232,2808089587,3053685325,3022910568,3547293013,3785802935,4457354364,5138016062,6508664161,7290252344,8977156254,9995036517,9471401841,9747022720,12262692394,13995473057,15004181011,14911484089,15631880894,
Croatia,HRV,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1349000000,2014000000,2523100000,2733400000,2595000000,2871000000,3463000000,3952000000,6513000000,6945000000,7625000000,8296000000,9617000000,11615000000,9300000000,8299000000,9598000000,8912000000,9715000000,10079000000,9018000000,
Haiti,HTI,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90000000,96000000,107000000,131000000,135000000,128000000,105000000,108000000,96000000,93000000,80000000,126000000,190000000,360000000,416000000,383000000,456000000,447000000,546000000,578000000,609000000,
Hungary,HUN,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2938000000,3589000000,3824000000,3688000000,3622000000,3809000000,4191000000,3774000000,4119000000,4009000000,4761000000,4998000000,5628000000,7533000000,7013000000,6595000000,7239000000,6149000000,6671000000,7487000000,6944000000,
IBRD only,IBD,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85403675697,1.0039E+11,1.06924E+11,1.02262E+11,1.03128E+11,1.13468E+11,1.20098E+11,1.32456E+11,1.43356E+11,1.78576E+11,1.99192E+11,2.24597E+11,2.69232E+11,2.99846E+11,2.73186E+11,2.99304E+11,3.29753E+11,3.51307E+11,3.7438E+11,4.37566E+11,4.33616E+11,
IDA & IBRD total,IBT,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93353812412,1.08932E+11,1.15937E+11,1.11839E+11,1.13014E+11,1.22941E+11,1.3006E+11,1.43151E+11,1.55065E+11,1.93567E+11,2.17126E+11,2.45497E+11,2.95474E+11,3.29178E+11,3.00794E+11,3.33035E+11,3.64482E+11,3.90396E+11,4.17216E+11,4.8411E+11,4.80502E+11,
IDA total,IDA,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8125818497,8602121437,9063051547,9794104451,10145808867,9501363708,9979940735,10661686082,11698238896,14993711723,17978745299,20974248795,26371502931,29480454052,27777230967,34037805465,34973728487,39554814133,43517256029,46711173116,,
IDA blend,IDB,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4355439151,5159160231,5903528673,6995707589,8408892132,9201253969,7844100000,9581400000,11800119397,13282135233,14700345290,15872274562,16202193825,
Indonesia,IDN,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5229000000,6184000000,6648000000,4255000000,4352000000,4975000000,5277000000,5797000000,4461000000,5226000000,5094000000,4890000000,5831000000,8150000000,6053000000,7618000000,9038000000,9463000000,10302000000,11567000000,12054000000,
IDA only,IDX,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5459071432,5805027630,5858642671,6623428307,7029426694,6365218201,6890204407,7031092684,7625114802,10246379251,12600393880,14579258189,18761799726,21193732100,20880231146,25621426749,24178749639,27422994237,,,,
Isle of Man,IMN,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2582000000,2831000000,2890000000,2949000000,3010000000,3598000000,3342000000,3300000000,4560000000,6307000000,7659000000,8915000000,11234000000,12462000000,11136000000,14490000000,17708000000,18340000000,19042000000,20756000000,21472000000,
Not classified,INX,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2697793000,3022330000,3181000000,3297000000,3403000000,3517000000,3789000000,4228000000,5206000000,6075000000,6780000000,7664000000,9263000000,9967000000,8458000000,8187000000,9526000000,9064000000,9538000000,11093000000,10802000000,
"Iran, Islamic Rep.",IRN,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205000000,142000000,190000000,656000000,559000000,677000000,1122000000,1607000000,1266000000,1305000000,1025000000,1464000000,1950000000,1978000000,2259000000,2631000000,2489000000,2483000000,3212000000,3676000000,,
Iraq,IRQ,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18000000,15000000,14000000,15000000,1000000,2000000,15000000,45000000,,,186000000,170000000,555000000,867000000,1432000000,1736000000,1557000000,1640000000,2188000000,2504000000,4076000000,
Iceland,ISL,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309000000,312000000,314000000,372000000,380000000,386000000,383000000,415000000,486000000,558000000,635000000,702000000,848000000,881000000,550000000,562000000,751000000,865000000,1078000000,1375000000,1618000000,
Israel,ISR,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3491000000,3506000000,3740000000,3598000000,4800000000,4611000000,2854000000,2426000000,2473000000,2908000000,3427000000,3802000000,4405000000,5509000000,5067000000,5824000000,6041000000,6177000000,6411000000,6348000000,6061000000,
Italy,ITA,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30426000000,31886000000,31416000000,31335000000,29571000000,28706000000,26916000000,28192000000,32591000000,37870000000,38374000000,41644000000,46144000000,46191000000,40375000000,38438000000,43241000000,40960000000,43829000000,45547000000,39420000000,
Jamaica,JAM,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1199000000,1218000000,1290000000,1380000000,1486000000,1577000000,1494000000,1482000000,1621000000,1733000000,1783000000,2094000000,2142000000,2222000000,2070000000,2095000000,2060000000,2069000000,2074000000,2255000000,2401000000,
Jordan,JOR,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,973000000,1026000000,1063000000,1083000000,1016000000,935000000,884000000,1254000000,1266000000,1621000000,1759000000,2426000000,2754000000,3539000000,3472000000,4390000000,4351000000,5123000000,5145000000,5518000000,4997000000,
Japan,JPN,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4894000000,5775000000,6175000000,5664000000,5715000000,5970000000,5750000000,6069000000,11475000000,14343000000,15554000000,11490000000,12422000000,13781000000,12537000000,15356000000,12533000000,16197000000,16865000000,20790000000,27285000000,
Kazakhstan,KAZ,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155000000,258000000,350000000,454000000,394000000,403000000,502000000,680000000,638000000,803000000,801000000,973000000,1214000000,1255000000,1185000000,1236000000,1524000000,1572000000,1779000000,1701000000,1734000000,
Kenya,KEN,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,785000000,823000000,1077000000,1213000000,1211000000,500000000,536000000,513000000,619000000,799000000,969000000,1181000000,1514000000,1398000000,1124000000,1620000000,1844000000,2004000000,1829000000,1833000000,,
Kyrgyz Republic,KGZ,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000000,4000000,7000000,12000000,18000000,20000000,32000000,48000000,62000000,92000000,94000000,189000000,392000000,569000000,300000000,212000000,405000000,486000000,585000000,468000000,481000000,
Cambodia,KHM,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71000000,117000000,99000000,129000000,240000000,345000000,429000000,509000000,441000000,673000000,929000000,1109000000,1169000000,1280000000,1463000000,1671000000,2258000000,2663000000,2895000000,3220000000,3411000000,
Kiribati,KIR,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000000,2100000,2600000,3100000,2800000,2700000,3200000,,,,3100000,3200000,4600000,4900000,4800000,5400000,6400000,4500000,4400000,3900000,,
St. Kitts and Nevis,KNA,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63000000,68000000,72000000,71000000,69000000,58000000,62000000,57000000,75000000,103000000,121000000,132000000,125000000,110000000,83000000,90000000,108000000,109000000,117000000,126000000,134000000,
"Korea, Rep.",KOR,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6670000000,6350000000,6317000000,8263000000,8337000000,8527000000,7919000000,7621000000,7005000000,8226000000,8290000000,8445000000,9266000000,13456000000,13289000000,14367000000,17418000000,18851000000,19644000000,22704000000,19126000000,
Kuwait,KWT,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307000000,389000000,396000000,456000000,342000000,394000000,286000000,320000000,328000000,398000000,413000000,508000000,530000000,610000000,660000000,574000000,644000000,780000000,619000000,615000000,931000000,
Latin America & Caribbean (excluding high income),LAC,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19617000000,21882000000,23515000000,25085000000,26042000000,28262000000,27690000000,26958000000,30000000000,34034000000,39125000000,42898700000,47475600000,51754800000,47258100000,49691700000,53683500000,57402700000,61423000000,66375000000,69317000000,
Lao PDR,LAO,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52000000,63000000,61000000,97000000,86000000,114000000,108000000,110000000,77000000,122000000,143000000,160000000,190000000,280000000,271000000,385000000,413000000,461000000,613000000,642400000,680000000,
Lebanon,LBN,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710000000,715000000,1000000000,1221000000,673000000,742000000,837000000,4284000000,6782000000,5931000000,5969000000,5457000000,5796000000,6317000000,7157000000,8026000000,6797000000,7361000000,7032000000,6835000000,7087000000,
