Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Post-demographic dividend,PST,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.67951E+11,3.90949E+11,3.85148E+11,3.92384E+11,4.12303E+11,4.20531E+11,4.05815E+11,4.19525E+11,4.67329E+11,5.46904E+11,5.65238E+11,5.99462E+11,6.82509E+11,7.47316E+11,6.6406E+11,7.14291E+11,8.08934E+11,8.24125E+11,8.93037E+11,9.36632E+11,8.7291E+11,
French Polynesia,PYF,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326000000,322000000,345000000,354000000,394000000,,,471000000,651000000,737000000,759000000,463000000,537000000,522000000,440000000,405000000,457000000,435000000,458000000,510000000,,
Qatar,QAT,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122000000,128000000,272000000,285000000,369000000,498000000,760000000,874000000,,,,,4463000000,7220000000,8452000000,10576000000,12131000000,
Romania,ROU,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,689000000,670000000,603000000,351000000,306000000,394000000,419000000,400000000,523000000,607000000,1324000000,1675000000,2073000000,2626000000,1688000000,1631000000,2016000000,1904000000,2048000000,2225000000,2097000000,
Russian Federation,RUS,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4312000000,7102000000,7164000000,6508000000,3723000000,3429000000,4726000000,5278000000,5879000000,7262000000,7805000000,9720000000,12426000000,15821000000,12369000000,13239000000,16961000000,17876000000,20198000000,19451000000,13249000000,
Rwanda,RWA,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000000,6000000,19000000,20000000,21000000,27000000,29000000,31000000,30000000,44000000,67000000,148000000,177000000,224000000,223000000,224000000,298000000,337000000,351000000,304000000,407000000,
South Asia,SAS,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4015567275,4257263507,4426751736,4497956850,4531052185,5151840433,4810858197,5008427316,6609038048,8725133690,10332764644,12108880939,14814675272,16316000000,14988000000,18960000000,22962000000,23896000000,25806000000,28693000000,29888400000,
Saudi Arabia,SAU,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3418000000,6486000000,4626000000,4769000000,6907000000,6775000000,6744000000,7536000000,9317000000,8400000000,8690000000,9263000000,11183000000,
Sudan,SDN,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8000000,8000000,4000000,2000000,2000000,5000000,3000000,108000000,17000000,21000000,114000000,194000000,390000000,255000000,231000000,82000000,179000000,772000000,773000000,967000000,949000000,
Senegal,SEN,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168180300,164000000,171000000,181000000,183000000,152000000,175000000,210000000,269000000,286000000,334000000,329000000,622000000,637000000,474000000,464000000,524000000,469000000,495000000,481000000,,
Singapore,SGP,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7611000000,7402000000,6326000000,4603000000,5089000000,5142000000,4641000000,4458000000,3842000000,5327000000,6209000000,7536000000,9066000000,10615000000,9225000000,14178000000,17930000000,18796000000,19209000000,19134000000,16743000000,
Solomon Islands,SLB,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17100000,16000000,9700000,7100000,9700000,4000000,8800000,800000,1600000,3520000,6400000,30900000,33100000,31200000,39300000,50800000,65900000,65400000,70500000,64800000,60000000,
Sierra Leone,SLE,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57000000,29000000,10000000,6000000,6000000,10000000,14000000,38000000,60000000,58000000,64000000,23000000,22000000,34000000,25000000,26000000,44000000,47000000,66000000,35000000,23000000,
El Salvador,SLV,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152000000,155000000,149000000,206000000,408000000,437000000,452000000,521000000,664000000,748000000,656000000,686000000,793000000,711000000,549000000,646000000,729000000,900000000,1054000000,1285000000,1203000000,
San Marino,SMR,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,SOM,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,SRB,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77000000,159000000,220000000,308000000,416000000,1018000000,1114000000,986000000,950000000,1149000000,1080000000,1221000000,1352000000,1322000000,
Sub-Saharan Africa (excluding high income),SSA,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7289246574,8148504376,8650190111,9097591513,9468598863,8452500410,9036328348,9961595118,14207054738,16550812760,19125552783,21354503370,25328622706,25089547148,23639605331,26722628481,30032136019,32291087205,32426699839,32913311160,30513230874,
South Sudan,SSD,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800000,,
Sub-Saharan Africa,SSF,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7536136950,8348734476,8864722819,9307629026,9690754181,8700402234,9279728178,10233656726,14490217278,16831344676,19420137475,21708417135,25762625360,25536861557,24021887998,27107884780,30447903441,32760840653,32961850811,33442711689,31055916708,
Small states,SST,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,STP,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4100000,9200000,9900000,6200000,6900000,7400000,7700000,7300000,6700000,5000000,7700000,8300000,11100000,15900000,15000000,30900000,56200000,62600000,
Suriname,SUR,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52000000,44000000,38000000,36000000,45000000,42000000,26000000,17000000,18000000,52000000,96000000,109000000,73000000,83000000,70000000,69000000,69000000,79000000,92000000,103000000,99000000,
Slovak Republic,SVK,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630000000,681000000,555000000,493000000,465000000,441000000,649000000,742000000,876000000,931000000,1282000000,1655000000,2352000000,3004000000,2539000000,2335000000,2514000000,2366000000,2633000000,2619000000,2411000000,
Slovenia,SVN,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1128000000,1280000000,1225000000,1135000000,1011000000,1016000000,1059000000,1152000000,1427000000,1725000000,1894000000,2074000000,2465000000,2954000000,2735000000,2721000000,2953000000,2737000000,2900000000,2944000000,2697000000,
Sweden,SWE,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4390000000,4534000000,4025000000,4997000000,4943000000,4825000000,5200000000,5671000000,6548000000,7686000000,7628000000,9714000000,11889000000,11732000000,9769000000,10674000000,10209000000,10104000000,10857000000,11846000000,11307000000,
Swaziland,SWZ,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54000000,42000000,44000000,51000000,15000000,24000000,23000000,45000000,70040000,75100000,77300000,75100000,32200000,26300000,40100000,51400000,21300000,30300000,13300000,16100000,14400000,
Sint Maarten (Dutch part),SXM,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349000000,322000000,379000000,430000000,443000000,511000000,484000000,489000000,538000000,626000000,659000000,651000000,665000000,667000000,619000000,681000000,729000000,854000000,871000000,922000000,951000000,
Seychelles,SYC,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224000000,182000000,195000000,191000000,202000000,225000000,221000000,247000000,258000000,256000000,269000000,323000000,396000000,408000000,349000000,352000000,380000000,429000000,484000000,480000000,483000000,
Syrian Arab Republic,SYR,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1258000000,1165000000,1013000000,1017000000,1031000000,1082000000,1150000000,970000000,877000000,1883000000,2035000000,2113000000,2972000000,3176000000,3781000000,6308000000,1816000000,,,,,
Turks and Caicos Islands,TCA,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53000000,99000000,113000000,157000000,238000000,285000000,311000000,292000000,,,,,,,,,,,,,,
Chad,TCD,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43000000,22000000,22000000,15000000,15000000,14000000,23000000,25000000,,,,,,,,,,,,,,
East Asia & Pacific (IDA & IBRD countries),TEA,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31280901812,36180339981,37748212214,32107885940,38179716489,42963329980,45950727007,51100767261,45112535630,61273141825,64442768235,77276509271,93862963505,1.00626E+11,91997256280,1.07114E+11,1.2263E+11,1.34893E+11,1.48482E+11,2.02672E+11,2.14543E+11,
Europe & Central Asia (IDA & IBRD countries),TEC,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20143505046,26567237460,29175243275,28844238420,21914785955,24546313942,28350355368,31810799377,37418212903,47210390882,56119997644,60342285864,75441585538,90929751364,77645944368,77705916636,92271296253,95934850635,1.06093E+11,1.0606E+11,91356669560,
Togo,TGO,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13000000,10000000,12000000,15000000,10000000,11000000,14000000,16000000,26000000,25000000,27000000,23000000,38000000,44000000,73000000,105000000,209000000,206000000,233000000,233000000,212000000,
Thailand,THA,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9257000000,10367000000,9052000000,7954000000,9416000000,9935000000,9378000000,10388000000,10456000000,13054000000,12103000000,16624000000,20625000000,22510000000,19811000000,23796000000,30924000000,37766000000,45738000000,42047000000,48527000000,
Tajikistan,TJK,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000000,6200000,9600000,9100000,11200000,16500000,23700000,19500000,32000000,40000000,60000000,49000000,220000000,146000000,
Turkmenistan,TKM,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13000000,46000000,,,,,,,,,,,,,,,,,,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20970000000,23236000000,24957000000,26161000000,26761000000,29040000000,28429000000,27552000000,30541000000,35090000000,39938000000,44062700000,49298600000,53952800000,49755100000,52404700000,57402500000,61244201696,65142645919,70076514823,72887343377,
Timor-Leste,TLS,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20300000,26000000,14000000,16000000,24000000,18000000,21000000,29000000,35000000,51000000,
Middle East & North Africa (IDA & IBRD countries),TMN,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9557067278,10551498787,10984943182,11085470948,12175408857,12673026321,13447823241,17716286425,21277485630,24793276273,27372100000,30489800000,36898800000,42240800000,42797000000,50180000000,39335460828,42267034363,38752996948,41951603237,38472547893,
Tonga,TON,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000000,13000000,16000000,8000000,9000000,7000000,6800000,5900000,10300000,13100000,15000000,15700000,15200000,19400000,16900000,28000000,31700000,45800000,48100000,,,
South Asia (IDA & IBRD),TSA,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4015567275,4257263507,4426751736,4497956850,4531052185,5151840433,4810858197,5008427316,6609038048,8725133690,10332764644,12108880939,14814675272,16316000000,14988000000,18960000000,22962000000,23896000000,25806000000,28693000000,29888400000,
Sub-Saharan Africa (IDA & IBRD countries),TSS,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7536136950,8348734476,8864722819,9307629026,9690754181,8700402234,9279728178,10233656726,14490217278,16831344676,19420137475,21708417135,25762625360,25536861557,24021887998,27107884780,30447903441,32760840653,32961850811,33442711689,31055916708,
Trinidad and Tobago,TTO,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232000000,262000000,344000000,356000000,365000000,371000000,361000000,402000000,437000000,568000000,593000000,517000000,621000000,557000000,548000000,630000000,650000000,,,,,
Tunisia,TUN,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1838000000,1895000000,1858000000,1980000000,2118000000,1977000000,2061000000,1831000000,1935000000,2432000000,2800000000,2999000000,3373000000,3909000000,3524000000,3477000000,2529000000,2931000000,2863000000,3042000000,1869000000,
Turkey,TUR,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4957000000,5650000000,7002000000,7177000000,5203000000,7636000000,10067000000,11901000000,13203000000,15888000000,20760000000,19137000000,21662000000,26446000000,26331000000,26318000000,30302000000,31566000000,36192000000,38766000000,35413000000,
Tuvalu,TUV,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200000,1200000,1500000,1900000,1500000,2400000,2400000,2700000,2400000,,,
Tanzania,TZA,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502000000,473000000,343000000,404000000,467000000,381000000,626000000,639000000,654000000,762000000,835000000,986000000,1215000000,1293000000,1192000000,1279000000,1383000000,1754000000,1939000000,2047000000,2253000000,
Uganda,UGA,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78000000,117000000,135000000,144000000,151000000,165000000,187000000,194000000,185000000,268000000,382000000,347000000,402000000,536000000,683000000,802000000,977000000,1157000000,1355000000,810000000,1171000000,
Ukraine,UKR,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191000000,448000000,477000000,539000000,503000000,563000000,759000000,1001000000,1204000000,2931000000,3542000000,4018000000,5320000000,6722000000,4349000000,4696000000,5406000000,5988000000,5931000000,2264000000,1656000000,
Upper middle income,UMC,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60279845854,69990336858,74032520398,74122310958,73935714174,82914710985,89674773678,1.00965E+11,1.08276E+11,1.33025E+11,1.48366E+11,1.66418E+11,1.95376E+11,2.16616E+11,2.02871E+11,2.21855E+11,2.46937E+11,2.64625E+11,2.88967E+11,3.49655E+11,3.50828E+11,
Uruguay,URY,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725000000,890000000,862000000,695000000,653000000,827000000,700000000,409000000,419000000,591000000,699000000,711000000,928000000,1195000000,1460000000,1669000000,2401000000,2219000000,2015000000,1869000000,1880000000,
United States,USA,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93743000000,1.02196E+11,1.07047E+11,1.05095E+11,1.11475E+11,1.20912E+11,1.09103E+11,1.04427E+11,1.01535E+11,1.15689E+11,1.22077E+11,1.26778E+11,1.44223E+11,1.64721E+11,1.46002E+11,1.67996E+11,1.87629E+11,2.00997E+11,2.18496E+11,2.35396E+11,2.46229E+11,
Uzbekistan,UZB,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000000,198000000,167000000,102000000,63000000,72000000,68000000,48000000,57000000,28000000,43000000,51000000,64000000,99000000,121000000,,,,,,
St. Vincent and the Grenadines,VCT,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53000000,64000000,71000000,73000000,85000000,82000000,89000000,91000000,91000000,96000000,104000000,113000000,110000000,96000000,88000000,86000000,92000000,94000000,92000000,93000000,96000000,
"Venezuela, RB",VEN,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,995000000,1026000000,623000000,769000000,643000000,469000000,677000000,484000000,378000000,554000000,722000000,843000000,972000000,1097000000,1053000000,885000000,806000000,904000000,926000000,707000000,654000000,
British Virgin Islands,VGB,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211000000,227000000,220000000,255000000,339000000,345000000,401000000,345000000,342000000,393000000,412000000,438000000,451000000,446000000,374000000,389000000,388000000,398000000,421000000,459000000,484000000,
Virgin Islands (U.S.),VIR,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,822000000,781000000,894000000,941000000,955000000,1206000000,1234000000,1195000000,1257000000,1356000000,1432000000,1468000000,1513000000,1157000000,1021000000,1223000000,1122000000,1210000000,1168000000,1319000000,1324000000,
Vietnam,VNM,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400000000,1700000000,2300000000,2850000000,3750000000,3930000000,3050000000,4450000000,5710000000,6850000000,7250000000,7410000000,7350000000,
Vanuatu,VUT,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45000000,56000000,53000000,72000000,59000000,69000000,58000000,72000000,83000000,93000000,104000000,109000000,142000000,188000000,214000000,242000000,249000000,268000000,314000000,284000000,254000000,
World,WLD,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.86753E+11,5.2596E+11,5.27127E+11,5.30316E+11,5.54012E+11,5.72778E+11,5.63885E+11,5.90416E+11,6.48348E+11,7.71938E+11,8.15846E+11,8.81868E+11,1.02018E+12,1.11978E+12,1.00868E+12,1.09873E+12,1.22976E+12,1.27598E+12,1.37737E+12,1.50003E+12,1.43698E+12,
Samoa,WSM,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35699440,40398020,38511840,39600470,42500000,41000000,39000000,45000000,54000000,70000000,73800000,88400000,102400000,111600000,115200000,123700000,134900000,148200000,137200000,146700000,165400000,
Kosovo,XKX,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yemen, Rep.",YEM,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50000000,55000000,70000000,84000000,61000000,73000000,38000000,38000000,139000000,139000000,181000000,181000000,425000000,886000000,899000000,1291000000,910000000,1005000000,1097000000,1199000000,116000000,
South Africa,ZAF,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2654000000,3137000000,3422000000,3419000000,3407000000,3338000000,3256000000,3695000000,6674000000,7571000000,8629000000,9211000000,10226000000,9178000000,8684000000,10309000000,10706000000,11202000000,10468000000,10484000000,9140000000,
Zambia,ZMB,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29000000,40000000,53000000,67000000,80000000,64000000,88000000,92000000,447000000,506000000,599000000,542000000,474000000,492000000,555000000,518000000,552000000,642000000,660000000,
Zimbabwe,ZWE,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145000000,232000000,205000000,158000000,202000000,125000000,81000000,76000000,61000000,194000000,99000000,338000000,365000000,294000000,129000000,135000000,164000000,174000000,183000000,186000000,191000000,
